episode_id,fold,seed,cond,status,success,completion,conflict,failpick,selfconf,selfconf_literal,notclose,actions
1956,A,2,a1,ok,1.0,1.0,0,4,0,8,9,65
1958,A,2,a1,ok,0.0,0.6666666666666666,0,1,0,2,4,43
1960,A,2,a1,ok,0.0,0.125,0,1,0,9,4,102
1962,A,2,a1,noneaction,0.0,0.0,,,,,,
1963,A,2,a1,ok,0.0,0.25,0,0,1,3,1,55
1964,A,2,a1,ok,0.0,0.75,0,2,0,4,4,75
1965,A,2,a1,ok,1.0,1.0,0,2,0,4,2,79
1971,A,2,a1,ok,0.0,0.6666666666666666,0,14,0,9,18,77
1974,A,2,a1,ok,0.0,0.6666666666666666,0,1,0,3,4,40
1975,A,2,a1,ok,0.0,0.75,0,3,0,11,5,68
1978,A,2,a1,ok,0.0,0.25,0,2,0,3,1,53
1981,A,2,a1,ok,0.0,0.5,0,0,0,0,2,51
1982,A,2,a1,ok,0.0,0.25,0,3,0,4,4,60
1983,A,2,a1,ok,0.0,0.3333333333333333,0,5,0,7,3,94
1984,A,2,a1,ok,1.0,1.0,0,1,0,2,2,55
1987,A,2,a1,ok,0.0,0.38461538461538464,0,4,0,13,6,56
1988,A,2,a1,ok,0.0,0.3333333333333333,0,4,0,11,8,57
1989,A,2,a1,ok,0.0,0.29411764705882354,0,3,0,1,3,51
1990,A,2,a1,ok,1.0,1.0,0,1,0,6,4,62
1991,A,2,a1,ok,0.0,0.6,0,3,0,9,13,73
1993,A,2,a1,ok,0.0,0.5,0,0,0,4,2,89
1995,A,2,a1,ok,0.0,0.0,0,9,2,15,4,89
1997,A,2,a1,ok,1.0,1.0,0,9,0,2,9,66
1999,A,2,a1,ok,0.0,0.25,0,5,1,3,7,74
433,B,2,a1,ok,0.0,0.16666666666666666,0,10,0,11,11,95
436,B,2,a1,ok,0.0,0.5,0,3,0,11,7,79
438,B,2,a1,ok,0.0,0.0,0,0,0,0,0,67
439,B,2,a1,ok,0.0,0.75,0,1,0,3,2,45
442,B,2,a1,ok,0.0,0.5,2,7,0,13,6,68
443,B,2,a1,ok,0.0,0.5,0,3,0,8,0,83
445,B,2,a1,ok,0.0,0.6666666666666666,0,3,3,17,4,73
446,B,2,a1,ok,0.0,0.25,0,0,0,0,0,47
447,B,2,a1,ok,0.0,0.3333333333333333,0,5,0,9,9,80
448,B,2,a1,ok,0.0,0.3333333333333333,0,1,0,2,2,72
449,B,2,a1,ok,0.0,0.3333333333333333,0,2,0,3,3,51
452,B,2,a1,ok,1.0,1.0,0,0,0,1,0,23
454,B,2,a1,ok,0.0,0.0,0,10,1,8,9,73
455,B,2,a1,ok,0.0,0.5,0,0,0,2,2,33
458,B,2,a1,ok,0.0,0.5555555555555556,0,3,0,7,3,94
1623,B,2,a1,ok,0.0,0.25,2,8,0,12,13,86
1637,B,2,a1,ok,0.0,0.8333333333333334,0,0,0,4,0,63
1662,B,2,a1,ok,0.0,0.8,0,2,0,3,3,84
1664,B,2,a1,ok,0.0,0.0,0,2,0,3,11,92
1673,B,2,a1,ok,0.0,0.5,0,11,0,10,18,77
1682,B,2,a1,ok,0.0,0.0,0,7,0,7,13,65
1684,B,2,a1,ok,1.0,1.0,0,7,1,8,9,54
1685,B,2,a1,ok,0.0,0.6666666666666666,0,2,0,9,5,39
1688,B,2,a1,ok,0.0,0.0,0,5,0,14,7,85
1689,B,2,a1,ok,0.0,0.6666666666666666,0,8,0,9,7,95
1698,B,2,a1,ok,0.0,0.0,0,9,0,0,9,74
1699,B,2,a1,ok,0.0,0.0,0,2,0,6,6,46
1703,B,2,a1,ok,1.0,1.0,0,1,0,5,4,57
1720,B,2,a1,ok,0.0,0.75,0,2,0,0,0,93
1724,B,2,a1,ok,0.0,0.3333333333333333,0,6,1,5,8,54
1732,B,2,a1,ok,0.0,0.3333333333333333,0,3,0,6,7,54
1735,B,2,a1,ok,0.0,0.25,0,22,0,7,25,85
1736,B,2,a1,ok,0.0,0.5,0,4,1,5,5,79
1737,B,2,a1,ok,0.0,0.75,0,2,0,5,5,54
1745,B,2,a1,ok,1.0,1.0,0,3,0,7,3,38
1746,B,2,a1,ok,1.0,1.0,1,8,2,11,10,76
1747,B,2,a1,ok,0.0,0.6666666666666666,0,7,1,7,15,90
1748,B,2,a1,ok,0.0,0.75,0,8,2,6,7,63
1749,B,2,a1,ok,1.0,1.0,0,2,0,4,3,53
1752,B,2,a1,ok,1.0,1.0,0,4,1,5,7,49
1753,B,2,a1,ok,1.0,1.0,0,1,0,6,1,64
1757,B,2,a1,ok,0.0,0.0,0,5,1,6,6,94
1758,B,2,a1,ok,0.0,0.7142857142857143,0,7,2,12,8,75
1759,B,2,a1,ok,0.0,0.5,0,2,0,5,4,93
1764,B,2,a1,ok,0.0,0.8,0,2,0,5,5,63
1774,B,2,a1,ok,0.0,0.2,0,3,0,12,6,75
1776,B,2,a1,ok,0.0,0.5714285714285714,0,1,0,5,0,62
1780,B,2,a1,ok,0.0,0.5714285714285714,0,1,0,3,3,70
1790,B,2,a1,ok,0.0,0.5,0,12,1,3,17,84
1791,B,2,a1,ok,0.0,0.75,0,1,0,1,3,36
1792,B,2,a1,ok,1.0,1.0,0,5,0,11,8,81
1797,B,2,a1,ok,0.0,0.75,0,2,0,1,3,59
1798,B,2,a1,ok,0.0,0.5,0,6,1,11,9,74
1799,B,2,a1,ok,0.0,0.5,0,13,0,6,11,72
1800,B,2,a1,ok,0.0,0.6666666666666666,0,3,0,2,3,76
1805,B,2,a1,ok,0.0,0.6666666666666666,0,14,0,9,8,78
1810,B,2,a1,ok,0.0,0.6666666666666666,0,7,0,10,9,64
1812,B,2,a1,ok,1.0,1.0,0,0,0,2,0,40
1833,B,2,a1,ok,0.0,0.6666666666666666,0,5,0,1,3,102
1834,B,2,a1,ok,0.0,0.6666666666666666,0,0,0,4,21,74
1836,B,2,a1,ok,0.0,0.0,0,5,0,4,9,64
1837,B,2,a1,ok,0.0,0.2857142857142857,2,13,0,19,12,88
1845,B,2,a1,ok,0.0,0.0,0,5,0,12,10,88
1847,B,2,a1,ok,0.0,0.6666666666666666,0,1,0,4,5,49
1848,B,2,a1,ok,0.0,0.3333333333333333,0,4,0,3,3,88
1851,B,2,a1,ok,0.0,0.0,0,6,0,6,8,92
1852,B,2,a1,ok,0.0,0.0,0,7,0,0,5,82
1853,B,2,a1,ok,0.0,0.4,0,6,0,8,10,68
1855,B,2,a1,noneaction,0.0,0.0,,,,,,
1856,B,2,a1,ok,0.0,0.09090909090909091,0,9,2,8,16,83
1858,B,2,a1,ok,0.0,0.07692307692307693,0,8,0,1,8,89
1863,B,2,a1,ok,0.0,0.0,0,0,0,2,0,82
1873,B,2,a1,ok,1.0,1.0,0,5,0,4,3,57
1874,B,2,a1,ok,0.0,0.5,0,8,0,14,9,81
1890,B,2,a1,ok,0.0,0.5,0,0,0,0,3,19
1891,B,2,a1,ok,0.0,0.6666666666666666,0,7,1,8,5,77
1904,B,2,a1,ok,1.0,1.0,0,4,0,3,6,38
1905,B,2,a1,ok,1.0,1.0,0,7,1,7,7,52
1906,B,2,a1,ok,0.0,0.6666666666666666,0,0,0,12,1,68
1908,B,2,a1,ok,0.0,0.3333333333333333,0,2,1,5,1,86
1909,B,2,a1,ok,0.0,0.16666666666666666,0,0,0,0,0,102
1910,B,2,a1,ok,0.0,0.5,0,5,0,17,7,83
1911,B,2,a1,ok,0.0,0.5,0,4,0,12,5,55
1912,B,2,a1,ok,1.0,1.0,0,2,0,8,6,74
1913,B,2,a1,ok,0.0,0.75,0,6,0,14,11,80
1921,B,2,a1,ok,1.0,1.0,0,11,0,8,13,68
1923,B,2,a1,ok,0.0,0.6666666666666666,0,0,0,0,0,57
1924,B,2,a1,ok,0.0,0.6666666666666666,0,5,1,5,3,77
1936,B,2,a1,ok,0.0,0.5,0,6,0,10,6,77
1937,B,2,a1,ok,0.0,0.25,0,0,0,2,2,64
1938,B,2,a1,ok,0.0,0.5,0,7,0,5,8,71
1939,B,2,a1,ok,0.0,0.6,0,20,0,0,21,66
1940,B,2,a1,ok,0.0,0.6,0,6,1,9,6,70
1943,B,2,a1,ok,0.0,0.25,0,6,0,6,7,82
1944,B,2,a1,ok,0.0,0.25,0,2,0,6,6,70
1946,B,2,a1,ok,0.0,0.5,0,2,0,2,23,77
1955,B,2,a1,ok,0.0,0.5,0,7,0,21,21,81
1957,B,2,a1,ok,0.0,0.0,0,6,0,8,10,88
1961,B,2,a1,ok,0.0,0.25,0,5,0,11,13,79
1973,B,2,a1,ok,0.0,0.4,0,5,0,9,7,94
1977,B,2,a1,ok,0.0,0.5714285714285714,1,0,0,3,0,42
1979,B,2,a1,ok,0.0,0.5,0,3,1,5,1,94
1980,B,2,a1,ok,0.0,0.6666666666666666,0,2,2,4,2,50
1986,B,2,a1,ok,0.0,0.7142857142857143,0,1,0,4,3,86
1994,B,2,a1,ok,0.0,0.3333333333333333,1,4,0,8,6,92
1996,B,2,a1,ok,0.0,0.6666666666666666,0,7,0,0,9,69
1998,B,2,a1,ok,0.0,0.0,0,6,1,7,9,73
