channel,index,exemplar_rank,source_train_index,source_full_signature,source_ordered_units,source_unit_kinds,source_is_multi_unit,covers_test_full_signature,grounded_plan_trigram_jaccard
productivity,920,1,1340,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,bowl)""],""plan_length"":5}","[""fetch(banana)"",""relocate(banana,bowl)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,935,1,1176,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[""fetch(tomato)"",""relocate(tomato,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,935,2,1248,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[""fetch(tomato)"",""relocate(tomato,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,938,1,957,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,plate)""],""plan_length"":5}","[""fetch(banana)"",""relocate(banana,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,938,2,1338,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,plate)""],""plan_length"":5}","[""fetch(banana)"",""relocate(banana,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,944,1,312,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,bowl)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,bowl)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,944,2,895,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,bowl)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,bowl)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,944,3,999,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,bowl)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,bowl)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,951,1,3928,"{""object_count"":1,""ordered_units"":[""fetch(spoon)"",""relocate(spoon,rack)""],""plan_length"":5}","[""fetch(spoon)"",""relocate(spoon,rack)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,969,1,291,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,bowl)""],""plan_length"":5}","[""fetch(apple)"",""relocate(apple,bowl)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,971,1,518,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,979,1,222,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,980,1,81,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,993,1,5971,"{""object_count"":1,""ordered_units"":[""fetch(pumpkin)"",""state_change(push,cardboardbox,R2)"",""relocate(pumpkin,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(pumpkin)"",""relocate(pumpkin,sink)""],""plan_length"":7}","[""fetch(pumpkin)"",""state_change(push,cardboardbox,R2)"",""relocate(pumpkin,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(pumpkin)"",""relocate(pumpkin,sink)""]","[""fetch"",""state_change"",""relocate"",""state_change"",""fetch"",""relocate""]",True,True,1.0
productivity,993,2,4225,"{""object_count"":1,""ordered_units"":[""fetch(pumpkin)"",""state_change(push,cardboardbox,R1)"",""relocate(pumpkin,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(pumpkin)"",""relocate(pumpkin,sink)""],""plan_length"":7}","[""fetch(pumpkin)"",""state_change(push,cardboardbox,R1)"",""relocate(pumpkin,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(pumpkin)"",""relocate(pumpkin,sink)""]","[""fetch"",""state_change"",""relocate"",""state_change"",""fetch"",""relocate""]",True,False,0.0
productivity,994,1,241,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,bowl)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,bowl)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,994,2,992,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,bowl)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,bowl)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1011,1,1119,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[""fetch(tomato)"",""relocate(tomato,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1035,1,230,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}","[""fetch(peach)"",""relocate(peach,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1039,1,89,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,1043,1,81,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,1047,1,3291,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,table)""],""plan_length"":5}","[""fetch(apple)"",""relocate(apple,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1051,1,299,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,1062,1,84,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,plate)""],""plan_length"":5}","[""fetch(apple)"",""relocate(apple,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1063,1,44,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,1071,1,160,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1071,2,1305,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1071,3,1436,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1072,1,2919,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R3)"",""fetch(apple)"",""relocate(apple,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(apple)"",""relocate(apple,sink)""],""plan_length"":7}","[""state_change(push,cardboardbox,R3)"",""fetch(apple)"",""relocate(apple,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(apple)"",""relocate(apple,sink)""]","[""state_change"",""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",True,True,1.0
productivity,1079,1,222,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,1086,1,312,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,bowl)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,bowl)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1086,2,895,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,bowl)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,bowl)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1086,3,999,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,bowl)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,bowl)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1090,1,2248,"{""object_count"":1,""ordered_units"":[""fetch(spoon)"",""relocate(spoon,kitchen work area)""],""plan_length"":5}","[""fetch(spoon)"",""relocate(spoon,kitchen work area)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1103,1,4192,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R3)"",""fetch(fork)"",""relocate(fork,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(fork)"",""relocate(fork,sink)""],""plan_length"":7}","[""state_change(push,cardboardbox,R3)"",""fetch(fork)"",""relocate(fork,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(fork)"",""relocate(fork,sink)""]","[""state_change"",""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",True,False,0.0
productivity,1103,2,4203,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R3)"",""fetch(fork)"",""relocate(fork,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(fork)"",""relocate(fork,sink)""],""plan_length"":7}","[""state_change(push,cardboardbox,R3)"",""fetch(fork)"",""relocate(fork,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(fork)"",""relocate(fork,sink)""]","[""state_change"",""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",True,False,0.0
productivity,1106,1,89,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,1111,1,624,"{""object_count"":1,""ordered_units"":[""fetch(spoon)"",""relocate(spoon,rack)""],""plan_length"":5}","[""fetch(spoon)"",""relocate(spoon,rack)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1115,1,160,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1115,2,1305,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1115,3,1436,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1139,1,1270,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""relocate(pear,table)""],""plan_length"":5}","[""fetch(pear)"",""relocate(pear,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1144,1,1859,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[""fetch(tomato)"",""relocate(tomato,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1185,1,652,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,1186,1,3285,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,kitchen work area)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,kitchen work area)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1190,1,299,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,1210,1,652,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,1214,1,3458,"{""object_count"":1,""ordered_units"":[""fetch(plate)"",""relocate(plate,kitchen island area)""],""plan_length"":5}","[""fetch(plate)"",""relocate(plate,kitchen island area)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1227,1,299,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,1228,1,81,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,1249,1,2916,"{""object_count"":1,""ordered_units"":[""fetch(bottle)"",""relocate(bottle,kitchen island area)""],""plan_length"":5}","[""fetch(bottle)"",""relocate(bottle,kitchen island area)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1259,1,3044,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,kitchen island area)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,kitchen island area)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1265,1,142,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,1273,1,1197,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[""fetch(tomato)"",""relocate(tomato,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1273,2,2013,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[""fetch(tomato)"",""relocate(tomato,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1292,1,1119,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[""fetch(tomato)"",""relocate(tomato,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1299,1,33,"{""object_count"":1,""ordered_units"":[""fetch(wine)"",""relocate(wine,rack)""],""plan_length"":5}","[""fetch(wine)"",""relocate(wine,rack)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1312,1,81,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,1316,1,216,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,table)""],""plan_length"":5}","[""fetch(banana)"",""relocate(banana,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1318,1,493,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,plate)""],""plan_length"":5}","[""fetch(banana)"",""relocate(banana,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1318,2,1391,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,plate)""],""plan_length"":5}","[""fetch(banana)"",""relocate(banana,plate)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1322,1,652,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,1329,1,929,"{""object_count"":1,""ordered_units"":[""fetch(bottle)"",""relocate(bottle,kitchen work area)""],""plan_length"":5}","[""fetch(bottle)"",""relocate(bottle,kitchen work area)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1331,1,105,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,1348,1,4192,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R3)"",""fetch(fork)"",""relocate(fork,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(fork)"",""relocate(fork,sink)""],""plan_length"":7}","[""state_change(push,cardboardbox,R3)"",""fetch(fork)"",""relocate(fork,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(fork)"",""relocate(fork,sink)""]","[""state_change"",""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",True,True,1.0
productivity,1362,1,1027,"{""object_count"":1,""ordered_units"":[""fetch(cooling fan)"",""relocate(cooling fan,kitchen work area)""],""plan_length"":5}","[""fetch(cooling fan)"",""relocate(cooling fan,kitchen work area)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1365,1,652,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,1366,1,52,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,1372,1,794,"{""object_count"":1,""ordered_units"":[""fetch(pumpkin)"",""relocate(pumpkin,kitchen island area)""],""plan_length"":5}","[""fetch(pumpkin)"",""relocate(pumpkin,kitchen island area)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1383,1,299,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,1387,1,101,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,1391,1,371,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,table)""],""plan_length"":5}","[""fetch(apple)"",""relocate(apple,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1404,1,6588,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""state_change(push,cardboardbox,R1)"",""relocate(pear,cardboardbox)"",""state_change(push,cardboardbox,R3)"",""fetch(pear)"",""relocate(pear,sink)""],""plan_length"":7}","[""fetch(pear)"",""state_change(push,cardboardbox,R1)"",""relocate(pear,cardboardbox)"",""state_change(push,cardboardbox,R3)"",""fetch(pear)"",""relocate(pear,sink)""]","[""fetch"",""state_change"",""relocate"",""state_change"",""fetch"",""relocate""]",True,False,0.0
productivity,1423,1,1340,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,bowl)""],""plan_length"":5}","[""fetch(banana)"",""relocate(banana,bowl)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1425,1,130,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""state_change(push,cardboardbox,R1)"",""relocate(peach,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(peach)"",""relocate(peach,sink)""],""plan_length"":7}","[""fetch(peach)"",""state_change(push,cardboardbox,R1)"",""relocate(peach,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(peach)"",""relocate(peach,sink)""]","[""fetch"",""state_change"",""relocate"",""state_change"",""fetch"",""relocate""]",True,False,0.0
productivity,1455,1,198,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,1465,1,81,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,1476,1,201,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""relocate(pear,table)""],""plan_length"":5}","[""fetch(pear)"",""relocate(pear,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1477,1,518,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,1480,1,3,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,bowl)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,bowl)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1480,2,501,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,bowl)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,bowl)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1494,1,3,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,bowl)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,bowl)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1494,2,501,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,bowl)""],""plan_length"":5}","[""fetch(bread)"",""relocate(bread,bowl)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1496,1,222,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,False,0.0
productivity,1507,1,26,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}","[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",True,True,1.0
productivity,1527,1,2810,"{""object_count"":1,""ordered_units"":[""fetch(pumpkin)"",""state_change(push,cardboardbox,R2)"",""relocate(pumpkin,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(pumpkin)"",""relocate(pumpkin,sink)""],""plan_length"":7}","[""fetch(pumpkin)"",""state_change(push,cardboardbox,R2)"",""relocate(pumpkin,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(pumpkin)"",""relocate(pumpkin,sink)""]","[""fetch"",""state_change"",""relocate"",""state_change"",""fetch"",""relocate""]",True,True,1.0
productivity,1527,2,2021,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R3)"",""fetch(pumpkin)"",""relocate(pumpkin,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(pumpkin)"",""relocate(pumpkin,sink)""],""plan_length"":7}","[""state_change(push,cardboardbox,R3)"",""fetch(pumpkin)"",""relocate(pumpkin,cardboardbox)"",""state_change(push,cardboardbox,R2)"",""fetch(pumpkin)"",""relocate(pumpkin,sink)""]","[""state_change"",""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",True,False,0.0
productivity,1531,1,1222,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,table)""],""plan_length"":5}","[""fetch(banana)"",""relocate(banana,table)""]","[""fetch"",""relocate""]",True,True,1.0
productivity,1532,1,4300,"{""object_count"":1,""ordered_units"":[""fetch(spoon)"",""state_change(push,cardboardbox,R1)"",""relocate(spoon,cardboardbox)"",""state_change(push,cardboardbox,R3)"",""fetch(spoon)"",""relocate(spoon,sink)""],""plan_length"":7}","[""fetch(spoon)"",""state_change(push,cardboardbox,R1)"",""relocate(spoon,cardboardbox)"",""state_change(push,cardboardbox,R3)"",""fetch(spoon)"",""relocate(spoon,sink)""]","[""fetch"",""state_change"",""relocate"",""state_change"",""fetch"",""relocate""]",True,False,0.0
productivity,1532,2,2318,"{""object_count"":1,""ordered_units"":[""state_change(push,cardboardbox,R3)"",""fetch(spoon)"",""relocate(spoon,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(spoon)"",""relocate(spoon,sink)""],""plan_length"":7}","[""state_change(push,cardboardbox,R3)"",""fetch(spoon)"",""relocate(spoon,cardboardbox)"",""state_change(push,cardboardbox,R1)"",""fetch(spoon)"",""relocate(spoon,sink)""]","[""state_change"",""fetch"",""relocate"",""state_change"",""fetch"",""relocate""]",True,True,1.0
